responden_id,pandangan_tentang_selingkuh,religiusitas_pribadi,toleransi_selingkuh,nilai_kesetiaan
2085,salah_total,rendah,nol,lemah
2086,manusiawi,rendah,nol,kuat
2087,manusiawi,tinggi,nol,kuat
2088,salah_total,rendah,nol,kuat
2089,manusiawi,rendah,tinggi,kuat
2090,manusiawi,tinggi,tinggi,kuat
2091,manusiawi,tinggi,nol,kuat
2092,manusiawi,rendah,nol,kuat
2093,manusiawi,tinggi,tinggi,kuat
2094,manusiawi,tinggi,rendah,lemah
2095,manusiawi,rendah,nol,kuat
2096,manusiawi,rendah,nol,kuat
2097,manusiawi,tinggi,rendah,lemah
2098,salah_total,rendah,nol,kuat
2099,salah_total,tinggi,nol,lemah
2100,salah_total,tinggi,nol,lemah
2101,salah_total,tinggi,nol,kuat
2102,manusiawi,rendah,nol,lemah
2103,salah_total,tinggi,nol,lemah
2104,manusiawi,rendah,tinggi,kuat
2105,manusiawi,tinggi,rendah,lemah
2106,salah_total,rendah,nol,kuat
2107,salah_total,tinggi,nol,lemah
2108,salah_total,tinggi,rendah,kuat
2109,salah_total,tinggi,nol,kuat
2110,salah_total,rendah,nol,kuat
2111,salah_total,tinggi,rendah,kuat
2112,manusiawi,rendah,nol,lemah
2113,salah_total,tinggi,nol,lemah
2114,salah_total,rendah,tinggi,kuat
2115,salah_total,rendah,nol,lemah
2116,manusiawi,tinggi,rendah,lemah
2117,salah_total,rendah,nol,lemah
2118,salah_total,tinggi,tinggi,kuat
2119,salah_total,rendah,rendah,kuat
2120,manusiawi,rendah,tinggi,kuat
2121,manusiawi,rendah,rendah,kuat
2122,salah_total,tinggi,nol,lemah
2123,manusiawi,tinggi,tinggi,kuat
2124,salah_total,tinggi,rendah,kuat
2125,manusiawi,rendah,rendah,kuat
2126,salah_total,tinggi,nol,lemah
2127,salah_total,tinggi,nol,kuat
2128,salah_total,rendah,nol,kuat
2129,manusiawi,rendah,nol,kuat
2130,salah_total,tinggi,tinggi,kuat
2131,manusiawi,tinggi,nol,kuat
2132,salah_total,tinggi,nol,lemah
2133,salah_total,rendah,rendah,kuat
2134,salah_total,rendah,nol,lemah
2135,manusiawi,rendah,nol,kuat
2136,salah_total,tinggi,nol,kuat
2137,salah_total,tinggi,rendah,lemah
2138,manusiawi,tinggi,nol,kuat
2139,salah_total,tinggi,tinggi,kuat
2140,salah_total,tinggi,rendah,kuat
2141,salah_total,rendah,rendah,lemah
2142,manusiawi,tinggi,tinggi,kuat
2143,manusiawi,tinggi,nol,lemah
2144,manusiawi,rendah,rendah,kuat
2145,manusiawi,rendah,nol,kuat
2146,manusiawi,rendah,nol,lemah
2147,salah_total,rendah,tinggi,lemah
2148,salah_total,tinggi,rendah,lemah
2149,manusiawi,rendah,tinggi,lemah
2150,manusiawi,tinggi,tinggi,kuat
2151,salah_total,tinggi,nol,lemah
2152,salah_total,tinggi,rendah,kuat
2153,manusiawi,tinggi,rendah,kuat
2154,salah_total,tinggi,tinggi,kuat
2155,manusiawi,rendah,nol,lemah
2156,salah_total,rendah,nol,lemah
2157,salah_total,tinggi,nol,kuat
2158,salah_total,rendah,nol,kuat
2159,manusiawi,tinggi,nol,kuat
2160,salah_total,tinggi,nol,kuat
2161,manusiawi,tinggi,nol,kuat
2162,salah_total,tinggi,nol,kuat
2163,salah_total,tinggi,nol,kuat
2164,salah_total,tinggi,nol,lemah
2165,manusiawi,rendah,nol,kuat
2166,salah_total,tinggi,nol,lemah
2167,salah_total,rendah,nol,kuat
2168,salah_total,tinggi,nol,kuat
2169,manusiawi,tinggi,nol,kuat
2170,manusiawi,rendah,nol,kuat
2171,salah_total,tinggi,tinggi,lemah
2172,manusiawi,rendah,rendah,kuat
2173,manusiawi,tinggi,tinggi,kuat
2174,manusiawi,tinggi,nol,kuat
2175,salah_total,tinggi,nol,kuat
2176,salah_total,tinggi,tinggi,kuat
2177,manusiawi,tinggi,nol,kuat
2178,salah_total,rendah,nol,kuat
2179,salah_total,rendah,rendah,lemah
2180,salah_total,rendah,nol,kuat
2181,manusiawi,rendah,rendah,lemah
2182,manusiawi,tinggi,nol,kuat
2183,salah_total,tinggi,nol,kuat
2184,manusiawi,tinggi,nol,kuat
2185,salah_total,rendah,nol,lemah
2186,manusiawi,rendah,tinggi,kuat
2187,salah_total,rendah,rendah,kuat
2188,salah_total,tinggi,nol,kuat
2189,manusiawi,tinggi,rendah,kuat
2190,salah_total,tinggi,rendah,kuat
2191,salah_total,rendah,rendah,lemah
2192,salah_total,tinggi,nol,kuat
2193,manusiawi,tinggi,tinggi,lemah
2194,salah_total,rendah,tinggi,kuat
2195,manusiawi,tinggi,nol,kuat
2196,salah_total,tinggi,tinggi,kuat
2197,salah_total,rendah,rendah,lemah
2198,manusiawi,rendah,tinggi,kuat
2199,manusiawi,rendah,nol,kuat
2200,salah_total,rendah,rendah,kuat
2201,salah_total,rendah,nol,kuat
2202,manusiawi,rendah,rendah,kuat
2203,salah_total,rendah,rendah,kuat
2204,manusiawi,tinggi,nol,kuat
2205,salah_total,rendah,rendah,kuat
2206,salah_total,rendah,rendah,kuat
2207,salah_total,rendah,rendah,kuat
2208,salah_total,tinggi,tinggi,lemah
2209,salah_total,tinggi,rendah,kuat
2210,manusiawi,tinggi,nol,kuat
2211,salah_total,tinggi,tinggi,lemah
2212,manusiawi,rendah,rendah,kuat
2213,manusiawi,tinggi,nol,lemah
2214,manusiawi,rendah,nol,kuat
2215,salah_total,tinggi,tinggi,kuat
2216,salah_total,rendah,rendah,lemah
2217,salah_total,tinggi,nol,kuat
2218,manusiawi,rendah,nol,lemah
2219,manusiawi,tinggi,nol,kuat
2220,salah_total,rendah,tinggi,kuat
2221,manusiawi,tinggi,nol,lemah
2222,salah_total,rendah,nol,kuat
2223,salah_total,tinggi,rendah,kuat
2224,salah_total,rendah,nol,kuat
2225,salah_total,tinggi,nol,kuat
2226,salah_total,tinggi,rendah,kuat
2227,salah_total,tinggi,tinggi,lemah
2228,manusiawi,tinggi,nol,lemah
2229,manusiawi,tinggi,tinggi,kuat
2230,salah_total,rendah,nol,lemah
2231,salah_total,rendah,nol,lemah
2232,salah_total,rendah,nol,kuat
2233,salah_total,tinggi,nol,kuat
2234,salah_total,rendah,nol,kuat
2235,salah_total,tinggi,nol,kuat
2236,salah_total,rendah,nol,lemah
2237,salah_total,rendah,rendah,kuat
2238,manusiawi,tinggi,rendah,kuat
2239,salah_total,tinggi,rendah,kuat
2240,salah_total,tinggi,nol,kuat
2241,manusiawi,rendah,nol,kuat
2242,manusiawi,tinggi,nol,lemah
2243,manusiawi,tinggi,nol,kuat
2244,salah_total,tinggi,rendah,kuat
2245,manusiawi,rendah,nol,lemah
2246,manusiawi,tinggi,tinggi,lemah
2247,manusiawi,rendah,nol,kuat
2248,salah_total,tinggi,nol,kuat
2249,salah_total,tinggi,nol,kuat
2250,manusiawi,tinggi,nol,kuat
2251,manusiawi,tinggi,rendah,kuat
2252,salah_total,rendah,nol,lemah
2253,salah_total,tinggi,rendah,kuat
2254,salah_total,tinggi,nol,kuat
2255,salah_total,tinggi,tinggi,kuat
2256,salah_total,rendah,nol,kuat
2257,manusiawi,tinggi,nol,lemah
2258,salah_total,tinggi,nol,lemah
2259,salah_total,rendah,nol,kuat
2260,manusiawi,tinggi,rendah,kuat
2261,salah_total,tinggi,rendah,lemah
2262,salah_total,tinggi,rendah,kuat
2263,salah_total,rendah,nol,lemah
2264,manusiawi,tinggi,tinggi,kuat
2265,manusiawi,rendah,nol,kuat
2266,manusiawi,tinggi,nol,kuat
2267,salah_total,tinggi,tinggi,kuat
2268,salah_total,rendah,tinggi,kuat
2269,salah_total,rendah,rendah,kuat
2270,manusiawi,rendah,nol,kuat
2271,salah_total,rendah,nol,lemah
2272,manusiawi,rendah,nol,kuat
2273,salah_total,tinggi,rendah,kuat
2274,salah_total,tinggi,nol,kuat
2275,salah_total,tinggi,rendah,lemah
2276,salah_total,rendah,nol,kuat
2277,manusiawi,rendah,rendah,kuat
2278,salah_total,rendah,nol,kuat
2279,manusiawi,tinggi,tinggi,kuat
2280,salah_total,tinggi,rendah,kuat
2281,salah_total,tinggi,nol,kuat
2282,salah_total,rendah,nol,lemah
2283,manusiawi,rendah,nol,kuat
2284,salah_total,tinggi,nol,kuat
2285,manusiawi,rendah,tinggi,kuat
2286,salah_total,rendah,nol,lemah
2287,manusiawi,rendah,tinggi,lemah
2288,salah_total,tinggi,nol,lemah
2289,salah_total,tinggi,nol,lemah
2290,manusiawi,rendah,nol,kuat
2291,salah_total,tinggi,rendah,kuat
2292,salah_total,tinggi,nol,kuat
2293,salah_total,tinggi,nol,lemah
2294,manusiawi,tinggi,nol,kuat
2295,salah_total,tinggi,nol,kuat
2296,salah_total,tinggi,nol,lemah
2297,salah_total,tinggi,tinggi,lemah
2298,salah_total,tinggi,rendah,kuat
2299,manusiawi,tinggi,nol,kuat
2300,salah_total,tinggi,nol,lemah
2301,salah_total,tinggi,nol,kuat
2302,salah_total,rendah,rendah,lemah
2303,manusiawi,tinggi,rendah,kuat
2304,salah_total,tinggi,rendah,lemah
2305,manusiawi,tinggi,rendah,kuat
2306,manusiawi,tinggi,nol,lemah
2307,salah_total,rendah,tinggi,kuat
2308,salah_total,tinggi,nol,kuat
2309,salah_total,rendah,rendah,kuat
2310,manusiawi,rendah,nol,kuat
2311,manusiawi,tinggi,nol,kuat
2312,manusiawi,rendah,nol,kuat
2313,salah_total,tinggi,nol,kuat
2314,manusiawi,tinggi,nol,lemah
2315,salah_total,rendah,nol,kuat
2316,manusiawi,rendah,rendah,lemah
2317,salah_total,tinggi,rendah,kuat
2318,salah_total,rendah,nol,kuat
2319,salah_total,tinggi,nol,kuat
2320,salah_total,rendah,rendah,lemah
2321,salah_total,tinggi,nol,kuat
2322,salah_total,rendah,nol,lemah
2323,salah_total,tinggi,tinggi,kuat
2324,salah_total,tinggi,nol,lemah
2325,salah_total,tinggi,nol,lemah
2326,salah_total,tinggi,rendah,lemah
2327,manusiawi,rendah,rendah,lemah
2328,salah_total,rendah,nol,kuat
2329,salah_total,rendah,rendah,kuat
2330,salah_total,tinggi,nol,kuat
2331,manusiawi,tinggi,nol,kuat
2332,salah_total,tinggi,nol,kuat
2333,salah_total,tinggi,nol,kuat
2334,manusiawi,tinggi,nol,lemah
2335,salah_total,tinggi,nol,kuat
2336,salah_total,tinggi,rendah,kuat
2337,salah_total,tinggi,nol,kuat
2338,salah_total,rendah,nol,lemah
2339,salah_total,rendah,nol,kuat
2340,salah_total,tinggi,rendah,kuat
2341,manusiawi,tinggi,rendah,kuat
2342,salah_total,rendah,rendah,kuat
2343,salah_total,tinggi,nol,kuat
2344,salah_total,tinggi,nol,kuat
2345,salah_total,rendah,rendah,lemah
2346,salah_total,tinggi,rendah,lemah
2347,manusiawi,tinggi,nol,lemah
2348,salah_total,rendah,nol,kuat
2349,salah_total,tinggi,tinggi,kuat
2350,manusiawi,tinggi,nol,kuat
2351,salah_total,tinggi,tinggi,kuat
2352,manusiawi,tinggi,nol,lemah
2353,salah_total,rendah,nol,kuat
2354,salah_total,tinggi,nol,lemah
2355,salah_total,rendah,nol,kuat
2356,salah_total,rendah,rendah,kuat
2357,salah_total,tinggi,rendah,lemah
2358,manusiawi,tinggi,nol,lemah
2359,salah_total,tinggi,nol,kuat
2360,manusiawi,tinggi,nol,kuat
2361,salah_total,tinggi,tinggi,kuat
2362,manusiawi,rendah,nol,kuat
2363,salah_total,tinggi,nol,kuat
2364,salah_total,rendah,nol,kuat
2365,salah_total,tinggi,rendah,kuat
2366,manusiawi,rendah,tinggi,kuat
2367,salah_total,tinggi,nol,kuat
2368,salah_total,rendah,nol,kuat
2369,salah_total,tinggi,nol,kuat
2370,salah_total,tinggi,nol,kuat
2371,salah_total,rendah,nol,kuat
2372,salah_total,tinggi,nol,kuat
2373,salah_total,rendah,tinggi,kuat
2374,manusiawi,tinggi,rendah,kuat
2375,salah_total,tinggi,rendah,kuat
2376,salah_total,tinggi,rendah,kuat
2377,manusiawi,tinggi,nol,lemah
2378,salah_total,rendah,nol,lemah
2379,salah_total,rendah,rendah,lemah
2380,manusiawi,tinggi,rendah,lemah
2381,salah_total,tinggi,rendah,lemah
2382,salah_total,tinggi,rendah,lemah
2383,manusiawi,tinggi,tinggi,lemah
2384,manusiawi,tinggi,rendah,kuat
2385,salah_total,tinggi,nol,kuat
2386,manusiawi,tinggi,nol,kuat
2387,salah_total,rendah,nol,kuat
2388,salah_total,rendah,rendah,kuat
2389,manusiawi,tinggi,nol,kuat
2390,manusiawi,tinggi,nol,lemah
2391,salah_total,rendah,tinggi,lemah
2392,salah_total,rendah,nol,lemah
2393,manusiawi,rendah,nol,kuat
2394,salah_total,rendah,nol,lemah
2395,salah_total,tinggi,tinggi,lemah
2396,manusiawi,rendah,rendah,kuat
2397,salah_total,rendah,rendah,kuat
2398,salah_total,tinggi,nol,kuat
2399,salah_total,tinggi,tinggi,kuat
2400,salah_total,tinggi,nol,kuat
2401,salah_total,tinggi,nol,kuat
2402,salah_total,tinggi,nol,kuat
2403,salah_total,tinggi,nol,lemah
2404,manusiawi,tinggi,nol,kuat
2405,manusiawi,tinggi,tinggi,kuat
2406,manusiawi,tinggi,nol,lemah
2407,manusiawi,rendah,rendah,kuat
2408,salah_total,tinggi,rendah,kuat
2409,manusiawi,tinggi,nol,lemah
2410,salah_total,tinggi,tinggi,kuat
2411,salah_total,tinggi,rendah,kuat
2412,manusiawi,rendah,rendah,lemah
2413,salah_total,rendah,nol,kuat
2414,salah_total,tinggi,rendah,kuat
2415,manusiawi,tinggi,nol,lemah
2416,salah_total,rendah,nol,lemah
2417,manusiawi,tinggi,nol,lemah
2418,manusiawi,rendah,nol,lemah
2419,manusiawi,rendah,rendah,kuat
2420,salah_total,tinggi,rendah,kuat
2421,salah_total,tinggi,nol,kuat
2422,manusiawi,tinggi,rendah,lemah
2423,salah_total,tinggi,nol,lemah
2424,salah_total,tinggi,nol,lemah
2425,salah_total,tinggi,nol,kuat
2426,salah_total,rendah,rendah,kuat
2427,salah_total,tinggi,rendah,lemah
2428,manusiawi,tinggi,nol,kuat
2429,salah_total,tinggi,nol,kuat
2430,salah_total,rendah,nol,lemah
2431,salah_total,tinggi,rendah,lemah
2432,salah_total,rendah,tinggi,kuat
2433,salah_total,tinggi,rendah,kuat
2434,salah_total,tinggi,nol,kuat
2435,manusiawi,tinggi,nol,lemah
2436,manusiawi,tinggi,tinggi,kuat
2437,salah_total,tinggi,tinggi,kuat
2438,manusiawi,tinggi,tinggi,lemah
2439,salah_total,rendah,rendah,kuat
2440,manusiawi,tinggi,nol,kuat
2441,manusiawi,tinggi,tinggi,kuat
2442,salah_total,tinggi,tinggi,kuat
2443,salah_total,rendah,nol,kuat
2444,salah_total,rendah,rendah,kuat
2445,salah_total,rendah,tinggi,lemah
2446,salah_total,tinggi,tinggi,kuat
2447,salah_total,rendah,rendah,kuat
2448,salah_total,tinggi,nol,kuat
2449,salah_total,rendah,rendah,kuat
2450,manusiawi,tinggi,nol,kuat
2451,salah_total,rendah,nol,kuat
2452,salah_total,rendah,nol,kuat
2453,salah_total,rendah,nol,kuat
2454,salah_total,tinggi,nol,kuat
2455,salah_total,tinggi,nol,lemah
2456,manusiawi,rendah,nol,kuat
2457,salah_total,tinggi,rendah,kuat
2458,salah_total,rendah,rendah,kuat
2459,salah_total,rendah,rendah,kuat
2460,manusiawi,rendah,rendah,kuat
2461,salah_total,tinggi,rendah,lemah
2462,manusiawi,tinggi,nol,kuat
2463,manusiawi,rendah,nol,kuat
2464,manusiawi,rendah,nol,lemah
2465,salah_total,tinggi,rendah,kuat
2466,salah_total,rendah,rendah,kuat
2467,manusiawi,rendah,nol,kuat
2468,salah_total,tinggi,rendah,kuat
2469,manusiawi,rendah,nol,kuat
2470,salah_total,tinggi,nol,kuat
2471,salah_total,rendah,nol,kuat
2472,manusiawi,rendah,nol,lemah
2473,manusiawi,tinggi,nol,lemah
2474,salah_total,tinggi,tinggi,kuat
2475,salah_total,tinggi,rendah,kuat
2476,salah_total,tinggi,rendah,kuat
2477,salah_total,tinggi,rendah,kuat
2478,salah_total,tinggi,nol,kuat
2479,salah_total,tinggi,tinggi,lemah
2480,manusiawi,tinggi,tinggi,lemah
2481,salah_total,tinggi,rendah,kuat
2482,manusiawi,tinggi,nol,kuat
2483,salah_total,tinggi,tinggi,lemah
2484,salah_total,rendah,nol,kuat
2485,salah_total,rendah,rendah,lemah
2486,salah_total,tinggi,nol,kuat
2487,manusiawi,rendah,nol,kuat
2488,manusiawi,tinggi,tinggi,kuat
2489,salah_total,tinggi,tinggi,kuat
2490,salah_total,tinggi,tinggi,kuat
2491,salah_total,rendah,nol,lemah
2492,salah_total,tinggi,nol,kuat
2493,salah_total,rendah,tinggi,kuat
2494,manusiawi,tinggi,nol,kuat
2495,salah_total,rendah,rendah,kuat
2496,salah_total,tinggi,nol,kuat
2497,manusiawi,tinggi,nol,kuat
2498,salah_total,tinggi,tinggi,kuat
2499,salah_total,tinggi,nol,lemah
2500,manusiawi,tinggi,rendah,lemah
2501,salah_total,tinggi,nol,lemah
2502,salah_total,tinggi,nol,lemah
2503,salah_total,tinggi,nol,lemah
2504,manusiawi,tinggi,rendah,lemah
2505,salah_total,tinggi,tinggi,kuat
2506,salah_total,tinggi,rendah,kuat
2507,salah_total,tinggi,rendah,kuat
2508,salah_total,tinggi,rendah,lemah
2509,manusiawi,tinggi,rendah,kuat
2510,salah_total,rendah,nol,kuat
2511,salah_total,rendah,rendah,lemah
2512,salah_total,tinggi,tinggi,lemah
2513,manusiawi,tinggi,rendah,lemah
2514,salah_total,tinggi,nol,lemah
2515,salah_total,tinggi,rendah,kuat
2516,manusiawi,tinggi,nol,kuat
2517,manusiawi,rendah,rendah,kuat
2518,manusiawi,rendah,rendah,lemah
2519,salah_total,tinggi,rendah,kuat
2520,salah_total,tinggi,nol,lemah
2521,salah_total,rendah,tinggi,kuat
2522,salah_total,tinggi,rendah,lemah
2523,salah_total,tinggi,rendah,kuat
2524,salah_total,tinggi,rendah,kuat
2525,salah_total,tinggi,nol,kuat
2526,manusiawi,tinggi,nol,kuat
2527,manusiawi,rendah,nol,lemah
2528,salah_total,rendah,nol,kuat
2529,salah_total,rendah,nol,lemah
2530,salah_total,tinggi,rendah,kuat
2531,salah_total,rendah,rendah,lemah
2532,manusiawi,tinggi,nol,kuat
2533,manusiawi,tinggi,nol,kuat
2534,manusiawi,rendah,nol,kuat
2535,manusiawi,tinggi,tinggi,kuat
2536,salah_total,rendah,nol,lemah
2537,manusiawi,rendah,nol,kuat
2538,manusiawi,tinggi,rendah,kuat
2539,salah_total,rendah,rendah,kuat
2540,manusiawi,tinggi,nol,kuat
2541,manusiawi,tinggi,nol,lemah
2542,manusiawi,rendah,nol,kuat
2543,salah_total,rendah,nol,kuat
2544,salah_total,tinggi,nol,kuat
2545,manusiawi,tinggi,nol,lemah
2546,salah_total,rendah,nol,lemah
2547,manusiawi,tinggi,nol,kuat
2548,manusiawi,tinggi,rendah,kuat
2549,manusiawi,rendah,nol,lemah
2550,salah_total,rendah,tinggi,kuat
2551,salah_total,rendah,tinggi,kuat
2552,manusiawi,tinggi,tinggi,kuat
2553,salah_total,tinggi,nol,kuat
2554,manusiawi,tinggi,nol,lemah
2555,manusiawi,rendah,nol,kuat
2556,salah_total,tinggi,tinggi,kuat
2557,salah_total,tinggi,rendah,kuat
2558,manusiawi,tinggi,nol,kuat
2559,salah_total,tinggi,nol,kuat
2560,salah_total,tinggi,nol,kuat
2561,manusiawi,tinggi,rendah,lemah
2562,salah_total,tinggi,rendah,kuat
2563,manusiawi,rendah,rendah,kuat
2564,salah_total,tinggi,nol,kuat
2565,salah_total,tinggi,rendah,kuat
2566,salah_total,rendah,nol,kuat
2567,salah_total,rendah,rendah,kuat
2568,manusiawi,tinggi,rendah,lemah
2569,salah_total,rendah,rendah,kuat
2570,salah_total,rendah,nol,kuat
2571,manusiawi,rendah,tinggi,kuat
2572,manusiawi,rendah,nol,kuat
2573,manusiawi,tinggi,nol,kuat
2574,salah_total,tinggi,rendah,lemah
2575,salah_total,rendah,nol,kuat
2576,salah_total,rendah,nol,lemah
2577,salah_total,rendah,nol,kuat
2578,salah_total,tinggi,rendah,kuat
2579,salah_total,rendah,nol,kuat
2580,manusiawi,tinggi,nol,kuat
2581,manusiawi,tinggi,nol,kuat
2582,salah_total,tinggi,rendah,kuat
2583,manusiawi,tinggi,nol,kuat
2584,salah_total,tinggi,tinggi,kuat
2585,manusiawi,tinggi,rendah,kuat
2586,manusiawi,tinggi,nol,kuat
2587,salah_total,tinggi,rendah,lemah
2588,salah_total,tinggi,nol,lemah
2589,salah_total,tinggi,rendah,kuat
2590,manusiawi,rendah,nol,lemah
2591,salah_total,tinggi,nol,kuat
2592,salah_total,rendah,rendah,kuat
2593,salah_total,tinggi,nol,kuat
2594,salah_total,rendah,rendah,lemah
2595,manusiawi,tinggi,rendah,kuat
2596,manusiawi,tinggi,rendah,kuat
2597,salah_total,tinggi,nol,kuat
2598,salah_total,tinggi,tinggi,lemah
2599,salah_total,rendah,nol,lemah
2600,manusiawi,rendah,nol,lemah
2601,salah_total,rendah,rendah,kuat
2602,manusiawi,rendah,nol,kuat
2603,salah_total,tinggi,rendah,kuat
2604,salah_total,tinggi,rendah,kuat
2605,manusiawi,rendah,tinggi,kuat
2606,salah_total,rendah,nol,kuat
2607,manusiawi,rendah,nol,lemah
2608,salah_total,rendah,nol,kuat
2609,manusiawi,rendah,rendah,kuat
2610,manusiawi,rendah,rendah,kuat
2611,manusiawi,tinggi,nol,kuat
2612,salah_total,tinggi,nol,kuat
2613,salah_total,rendah,nol,lemah
2614,salah_total,tinggi,rendah,lemah
2615,manusiawi,tinggi,tinggi,kuat
2616,salah_total,tinggi,nol,kuat
2617,salah_total,tinggi,nol,lemah
2618,manusiawi,rendah,rendah,kuat
2619,salah_total,tinggi,nol,lemah
2620,salah_total,rendah,nol,lemah
2621,salah_total,tinggi,rendah,lemah
2622,manusiawi,rendah,nol,kuat
2623,salah_total,tinggi,tinggi,kuat
2624,manusiawi,tinggi,nol,kuat
2625,salah_total,tinggi,nol,kuat
2626,manusiawi,tinggi,tinggi,lemah
2627,salah_total,tinggi,nol,lemah
2628,salah_total,tinggi,rendah,kuat
2629,manusiawi,tinggi,nol,kuat
2630,salah_total,tinggi,rendah,kuat
2631,salah_total,tinggi,nol,kuat
2632,salah_total,tinggi,nol,kuat
2633,salah_total,tinggi,nol,kuat
2634,salah_total,rendah,rendah,kuat
2635,salah_total,tinggi,rendah,kuat
2636,salah_total,rendah,tinggi,lemah
2637,salah_total,tinggi,rendah,kuat
2638,salah_total,tinggi,nol,kuat
2639,manusiawi,rendah,nol,lemah
2640,manusiawi,rendah,rendah,kuat
2641,salah_total,rendah,tinggi,lemah
2642,salah_total,tinggi,rendah,kuat
2643,salah_total,rendah,nol,kuat
2644,manusiawi,tinggi,tinggi,kuat
2645,salah_total,rendah,nol,kuat
2646,salah_total,tinggi,nol,lemah
2647,salah_total,tinggi,nol,kuat
2648,manusiawi,tinggi,nol,kuat
2649,salah_total,rendah,rendah,kuat
2650,salah_total,rendah,nol,kuat
2651,salah_total,tinggi,nol,kuat
2652,manusiawi,tinggi,nol,kuat
2653,salah_total,tinggi,rendah,kuat
2654,salah_total,rendah,nol,kuat
2655,salah_total,tinggi,nol,kuat
2656,salah_total,rendah,nol,kuat
2657,salah_total,tinggi,nol,kuat
2658,manusiawi,rendah,rendah,lemah
2659,salah_total,rendah,nol,lemah
2660,manusiawi,tinggi,nol,kuat
2661,manusiawi,tinggi,rendah,kuat
2662,salah_total,rendah,nol,kuat
2663,manusiawi,rendah,tinggi,lemah
2664,manusiawi,tinggi,rendah,lemah
2665,salah_total,tinggi,nol,lemah
2666,salah_total,tinggi,nol,kuat
2667,salah_total,rendah,tinggi,kuat
2668,manusiawi,tinggi,rendah,kuat
2669,manusiawi,tinggi,rendah,kuat
2670,manusiawi,tinggi,rendah,kuat
2671,salah_total,rendah,nol,kuat
2672,manusiawi,tinggi,nol,lemah
2673,salah_total,tinggi,nol,lemah
2674,salah_total,tinggi,rendah,kuat
2675,manusiawi,rendah,tinggi,lemah
2676,manusiawi,tinggi,nol,lemah
2677,salah_total,tinggi,nol,kuat
2678,salah_total,tinggi,tinggi,kuat
2679,salah_total,tinggi,nol,lemah
2680,manusiawi,tinggi,nol,kuat
2681,manusiawi,rendah,nol,lemah
2682,manusiawi,tinggi,nol,kuat
2683,salah_total,tinggi,nol,kuat
2684,salah_total,rendah,nol,kuat
2685,salah_total,tinggi,nol,kuat
2686,salah_total,rendah,rendah,lemah
2687,manusiawi,tinggi,rendah,kuat
2688,salah_total,rendah,tinggi,kuat
2689,salah_total,tinggi,tinggi,lemah
2690,salah_total,tinggi,tinggi,lemah
2691,salah_total,rendah,nol,lemah
2692,salah_total,tinggi,nol,kuat
2693,salah_total,tinggi,nol,lemah
2694,manusiawi,tinggi,nol,kuat
2695,salah_total,rendah,nol,kuat
2696,salah_total,rendah,rendah,kuat
2697,manusiawi,tinggi,rendah,kuat
2698,manusiawi,tinggi,nol,kuat
2699,salah_total,rendah,rendah,kuat
2700,salah_total,rendah,nol,kuat
2701,manusiawi,tinggi,nol,kuat
2702,salah_total,rendah,nol,kuat
2703,manusiawi,rendah,tinggi,kuat
2704,manusiawi,rendah,tinggi,lemah
2705,salah_total,tinggi,nol,kuat
2706,salah_total,rendah,tinggi,kuat
2707,salah_total,rendah,nol,kuat
2708,salah_total,rendah,rendah,kuat
2709,salah_total,tinggi,nol,kuat
2710,salah_total,tinggi,rendah,kuat
2711,manusiawi,tinggi,nol,lemah
2712,manusiawi,tinggi,nol,lemah
2713,salah_total,tinggi,nol,lemah
2714,manusiawi,tinggi,nol,kuat
2715,salah_total,tinggi,rendah,lemah
2716,salah_total,rendah,rendah,kuat
2717,salah_total,rendah,nol,lemah
2718,manusiawi,rendah,tinggi,lemah
2719,manusiawi,tinggi,tinggi,kuat
2720,manusiawi,tinggi,nol,kuat
2721,salah_total,rendah,nol,kuat
2722,salah_total,tinggi,rendah,lemah
2723,salah_total,tinggi,nol,kuat
2724,salah_total,tinggi,nol,kuat
2725,salah_total,rendah,nol,lemah
2726,salah_total,rendah,rendah,lemah
2727,salah_total,rendah,nol,lemah
2728,salah_total,tinggi,nol,kuat
2729,salah_total,rendah,rendah,kuat
2730,manusiawi,tinggi,tinggi,lemah
2731,salah_total,tinggi,rendah,kuat
2732,manusiawi,tinggi,nol,kuat
2733,salah_total,tinggi,nol,lemah
2734,salah_total,rendah,nol,lemah
2735,salah_total,tinggi,rendah,kuat
2736,salah_total,tinggi,nol,kuat
2737,manusiawi,tinggi,rendah,lemah
2738,salah_total,tinggi,rendah,kuat
2739,manusiawi,tinggi,nol,kuat
2740,manusiawi,tinggi,rendah,lemah
2741,manusiawi,tinggi,rendah,kuat
2742,manusiawi,tinggi,rendah,kuat
2743,manusiawi,tinggi,tinggi,kuat
2744,salah_total,tinggi,nol,kuat
2745,manusiawi,tinggi,nol,kuat
2746,salah_total,rendah,nol,lemah
2747,salah_total,tinggi,nol,kuat
2748,salah_total,rendah,nol,kuat
2749,salah_total,tinggi,tinggi,kuat
2750,salah_total,tinggi,nol,kuat
2751,manusiawi,rendah,nol,lemah
2752,salah_total,rendah,rendah,kuat
2753,salah_total,rendah,rendah,lemah
2754,salah_total,rendah,rendah,kuat
2755,manusiawi,rendah,nol,kuat
2756,salah_total,tinggi,nol,kuat
2757,salah_total,tinggi,nol,lemah
2758,salah_total,tinggi,tinggi,kuat
2759,salah_total,rendah,tinggi,kuat
2760,manusiawi,tinggi,nol,kuat
2761,manusiawi,rendah,rendah,lemah
